ID,firstName,middleName,lastName,generationalSuffix,primaryNumber,preDirectional,street,streetSuffix,postDirectional,unitDesignator,secondaryNumber,city,state,zipCode,zipExtension,phone,email,latitude,longitude,ip
2526,MARTI,GWENDA,GAY,,306,,NICKI,ST,,,,ELKTON,SD,57026,6007,,,,,
2527,KATE,E,GAY,,1347,,KIM,PL,,,,CARSON CITY,NV,89423,9006,,,,,
2528,KATE,E,GAY,,,,,,,,,,,,,9175107557,,,,
2529,KATE,E,GAY,,,,,,,,,,,,,9175105008,,,,
2530,KATE,E,GAY,,,,,,,,,,,,,,KATEGAY661@ACXIOM.COM,,,
2531,CHRISTA,,DUBOSE,,1113,,PLUM BLUFF,RD,,,,HURLEY,MS,39452,4492,,,,,
2532,CHRISTA,,DUBOSE,,,,,,,,,,,,,5012520603,,,,
2533,CHAZ,N,DUBOSE,,1113,,PLUM BLUFF,RD,,,,HURLEY,MS,39452,4492,,,,,
2534,CHAZ,N,DUBOSE,,6247,W,GLENBROOK,RD,,,,BROWN DEER,WI,53223,1549,,,,,
2535,CHAZ,N,DUBOSE,,,,,,,,,,,,,6503568084,,,,
2536,CHAZ,N,DUBOSE,,,,,,,,,,,,,,CHAZDUBOSE601@ACXIOM.COM,,,
2537,BRANDIN,DEANGELO,GAGE,,24475,W,55TH,ST,,,,BONNER SPRINGS,KS,66226,2926,,,,,
2538,BRANDIN,DEANGELO,GAGE,,306A,,LOUISE,LN,,,,EAST GRIFFIN,GA,30223,2262,,,,,
2539,BRANDIN,DEANGELO,GAGE,,81,,LOCUST,ST,,,,CARBONVILLE,UT,84526,1528,,,,,
2540,BRANDIN,DEANGELO,GAGE,,,,,,,,,,,,,6503566609,,,,
2541,BRANDIN,DEANGELO,GAGE,,,,,,,,,,,,,6503561272,,,,
2542,BRANDIN,DEANGELO,GAGE,,,,,,,,,,,,,,BRANDINGAGE440@ACXIOM.COM,,,
2543,DEMIAN,HUSSEIN,RATLIFF,,118,,MOUNTAIN,ST,,,,ISLAND POND,VT,5846,9696,,,,,
2544,DEMIAN,HUSSEIN,RATLIFF,,3,,MELODY,TER,,,,SOUTH ELIOT,NH,3820,,,,,,
2545,DEMIAN,HUSSEIN,RATLIFF,,,,,,,,,,,,,,DEMIANRATLIFF954@ACXIOM.COM,,,
2546,DEMIAN,HUSSEIN,RATLIFF,,,,,,,,,,,,,,DEMIANRATLIFF366@ACXIOM.COM,,,
2547,RAYMON,Y,RATLIFF,JR,118,,MOUNTAIN,ST,,,,ISLAND POND,VT,5846,9696,,,,,
2548,RAYMON,Y,RATLIFF,JR,,,,,,,,,,,,,RAYMONRATLIFF179@ACXIOM.COM,,,
2549,RAYMON,Y,RATLIFF,JR,,,,,,,,,,,,,RAYMONRATLIFF845@ACXIOM.COM,,,
2550,ZAYLEE,P,WEINSTEIN,,322,,HIDDEN RIDGES,CT,,,,COMBINED LOCKS,WI,54113,1338,,,,,
2551,ZAYLEE,P,WEINSTEIN,,920,,OLIVE,ST,W,,,AFTON,MN,55082,5634,,,,,
2552,ZAYLEE,P,WEINSTEIN,,113,,SOMERSET,RD,,,,MADAKET,MA,2554,2762,,,,,
2553,ZAYLEE,P,WEINSTEIN,,,,,,,,,,,,,,ZAYLEEWEINSTEIN419@ACXIOM.COM,,,
2554,KEYANA,V,WEINSTEIN,,322,,HIDDEN RIDGES,CT,,,,COMBINED LOCKS,WI,54113,1338,,,,,
2555,KEYANA,V,WEINSTEIN,,204,,SCARBORO,DR,,,,FAIRMOUNT,NY,13209,2038,,,,,
2556,KEYANA,V,WEINSTEIN,,6016,,SUTHERLAND,DR,,,,BULLARD,TX,75703,4651,,,,,
2557,KEYANA,V,WEINSTEIN,,,,,,,,,,,,,9175109911,,,,
2558,KEYANA,V,WEINSTEIN,,,,,,,,,,,,,,KEYANAWEINSTEIN892@ACXIOM.COM,,,
2559,KEYANA,V,WEINSTEIN,,,,,,,,,,,,,,KEYANAWEINSTEIN872@ACXIOM.COM,,,
2560,BARRIE,D,WEINSTEIN,,322,,HIDDEN RIDGES,CT,,,,COMBINED LOCKS,WI,54113,1338,,,,,
2561,BARRIE,D,WEINSTEIN,,471,,LABORCITA CANYON,RD,,,,ALAMOGORDO,NM,88337,,,,,,
2562,BARRIE,D,WEINSTEIN,,1621,,BROADWAY,,,,,BUFFALO,NY,14072,2727,,,,,
2563,BARRIE,D,WEINSTEIN,,,,,,,,,,,,,5012521784,,,,
2564,BARRIE,D,WEINSTEIN,,,,,,,,,,,,,,BARRIEWEINSTEIN146@ACXIOM.COM,,,
2565,BARRIE,D,WEINSTEIN,,,,,,,,,,,,,,BARRIEWEINSTEIN393@ACXIOM.COM,,,
2566,ELDRED,K,MCCABE,IV,30,,RAMSDELL,CT,,,,DARNESTOWN,MD,20878,1041,,,,,
2567,ELDRED,K,MCCABE,IV,1610,,FLORENCE,AVE,,,,CHESAPEAKE,WV,25701,4546,,,,,
2568,ELDRED,K,MCCABE,IV,,,,,,,,,,,,5013424461,,,,
2569,ELDRED,K,MCCABE,IV,,,,,,,,,,,,,ELDREDMCCABE681@ACXIOM.COM,,,
2570,CAYSON,L,MCCABE,SR,30,,RAMSDELL,CT,,,,DARNESTOWN,MD,20878,1041,,,,,
2571,CAYSON,L,MCCABE,SR,599,S,VAN WELL,AVE,,,,EAST WENATCHEE,WA,98802,,,,,,
2572,CAYSON,L,MCCABE,SR,2220,,WOOD COVE,DR,,,,CUMMING,GA,30041,7884,,,,,
2573,CAYSON,L,MCCABE,SR,,,,,,,,,,,,,CAYSONMCCABE532@ACXIOM.COM,,,
2574,JESLYN,Z,MCCABE,,30,,RAMSDELL,CT,,,,DARNESTOWN,MD,20878,1041,,,,,
2575,JESLYN,Z,MCCABE,,419,,MILL CREEK,CIR,,,,DOTHAN,AL,36305,8309,,,,,
2576,JESLYN,Z,MCCABE,,,,,,,,,,,,,9175103682,,,,
2577,JESLYN,Z,MCCABE,,,,,,,,,,,,,,JESLYNMCCABE275@ACXIOM.COM,,,
2578,AUBRY,,MCCABE,,30,,RAMSDELL,CT,,,,DARNESTOWN,MD,20878,1041,,,,,
2579,AUBRY,,MCCABE,,3414,,WOODBRIAR,DR,,,,HOUSTON,TX,77068,1329,,,,,
2580,AUBRY,,MCCABE,,,,,,,,,,,,,6503567378,,,,
2581,JAZZLYN,I,MCCABE,,30,,RAMSDELL,CT,,,,DARNESTOWN,MD,20878,1041,,,,,
2582,JAZZLYN,I,MCCABE,,2550,,28TH,AVE,S,,,EAST GRAND FORKS,ND,58201,6517,,,,,
2583,KAYSEN,ORLAND,SCHROEDER,,1459,N,7425,,E,,,EDEN,UT,84317,9658,,,,,
2584,KAYSEN,ORLAND,SCHROEDER,,,,,,,,,,,,,5013428727,,,,
2585,KAYSEN,ORLAND,SCHROEDER,,,,,,,,,,,,,,KAYSENSCHROEDER315@ACXIOM.COM,,,
2586,KAYSEN,ORLAND,SCHROEDER,,,,,,,,,,,,,,KAYSENSCHROEDER850@ACXIOM.COM,,,
2587,THEODORE,W,SCHROEDER,,1459,N,7425,,E,,,EDEN,UT,84317,9658,,,,,
2588,THEODORE,W,SCHROEDER,,1089,,MEADOW,LN,,,,FLATWOODS,WV,26601,,,,,,
2589,THEODORE,W,SCHROEDER,,W14037,,US HIGHWAY 10,,,,,FAIRCHILD,WI,54741,,,,,,
2590,THEODORE,W,SCHROEDER,,,,,,,,,,,,,,THEODORESCHROEDER912@ACXIOM.COM,,,
2591,THEODORE,W,SCHROEDER,,,,,,,,,,,,,,THEODORESCHROEDER163@ACXIOM.COM,,,
2592,MINNIE,E,SCHROEDER,,1459,N,7425,,E,,,EDEN,UT,84317,9658,,,,,
2593,MINNIE,E,SCHROEDER,,,,,,,,,,,,,9175100903,,,,
2594,ESTRELLA,KELSEA,SCHROEDER,,1459,N,7425,,E,,,EDEN,UT,84317,9658,,,,,
2595,ESTRELLA,KELSEA,SCHROEDER,,,,,,,,,,,,,5013429831,,,,
2596,SOLARA,L,SCHROEDER,,1459,N,7425,,E,,,EDEN,UT,84317,9658,,,,,
2597,SOLARA,L,SCHROEDER,,,,,,,,,,,,,6503560117,,,,
2598,SOLARA,L,SCHROEDER,,,,,,,,,,,,,6503562321,,,,
2599,KEN,N,CHAMBERLAIN,,1436,,NANIMAULOA,PL,,,,HALAWA,HI,96819,1662,,,,,
2600,KEN,N,CHAMBERLAIN,,2094,,LAKEVIEW SOUTH,DR,,,,ARANSAS PASS,TX,78362,4104,,,,,
2601,KEN,N,CHAMBERLAIN,,,,,,,,,,,,,6503566135,,,,
2602,KEN,N,CHAMBERLAIN,,,,,,,,,,,,,,KENCHAMBERLAIN996@ACXIOM.COM,,,
2603,KEN,N,CHAMBERLAIN,,,,,,,,,,,,,,KENCHAMBERLAIN893@ACXIOM.COM,,,
2604,SAN,C,CHAMBERLAIN,,1436,,NANIMAULOA,PL,,,,HALAWA,HI,96819,1662,,,,,
2605,SAN,C,CHAMBERLAIN,,,,,,,,,,,,,6503562041,,,,
2606,SAN,C,CHAMBERLAIN,,,,,,,,,,,,,5013421387,,,,
2607,SAN,C,CHAMBERLAIN,,,,,,,,,,,,,,SANCHAMBERLAIN405@ACXIOM.COM,,,
2608,SAN,C,CHAMBERLAIN,,,,,,,,,,,,,,SANCHAMBERLAIN387@ACXIOM.COM,,,
2609,TAMMY,Q,CHAMBERLAIN,,1436,,NANIMAULOA,PL,,,,HALAWA,HI,96819,1662,,,,,
2610,TAMMY,Q,CHAMBERLAIN,,35,,COURTLAND,RD,,,,BOSTON,MA,2126,1562,,,,,
2611,TAMMY,Q,CHAMBERLAIN,,,,,,,,,,,,,,TAMMYCHAMBERLAIN956@ACXIOM.COM,,,
2612,TAMMY,Q,CHAMBERLAIN,,,,,,,,,,,,,,TAMMYCHAMBERLAIN534@ACXIOM.COM,,,
2613,CASSANDRA,CHERRELLE,CHAMBERLAIN,,1436,,NANIMAULOA,PL,,,,HALAWA,HI,96819,1662,,,,,
2614,CASSANDRA,CHERRELLE,CHAMBERLAIN,,951,,OCEAN VIEW,DR,,,,EAST HONOLULU,HI,96816,3607,,,,,
2615,CASSANDRA,CHERRELLE,CHAMBERLAIN,,,,,,,,,,,,,,CASSANDRACHAMBERLAIN379@ACXIOM.COM,,,
2616,MAKSIM,Z,CHAMBERLAIN,IV,1436,,NANIMAULOA,PL,,,,HALAWA,HI,96819,1662,,,,,
2617,MAKSIM,Z,CHAMBERLAIN,IV,15864,,MARLOWE,ST,,,,DETROIT,MI,48227,2959,,,,,
2618,MAKSIM,Z,CHAMBERLAIN,IV,,,,,,,,,,,,6503560930,,,,
2619,MAKSIM,Z,CHAMBERLAIN,IV,,,,,,,,,,,,,MAKSIMCHAMBERLAIN277@ACXIOM.COM,,,
2620,BARBRA,Y,MANCINI,,145,,SUMMIT,AVE,,,,BUCKSPORT,SC,29440,,,,,,
2621,BARBRA,Y,MANCINI,,433,E,2700,,N,,,FRANCIS,UT,84036,,,,,,
2622,BARBRA,Y,MANCINI,,,,,,,,,,,,,6503566019,,,,
2623,BARBRA,Y,MANCINI,,,,,,,,,,,,,,BARBRAMANCINI774@ACXIOM.COM,,,
2624,LORA,F,MANCINI,,145,,SUMMIT,AVE,,,,BUCKSPORT,SC,29440,,,,,,
2625,LORA,F,MANCINI,,,,,,,,,,,,,6309643540,,,,
2626,LORA,F,MANCINI,,,,,,,,,,,,,,LORAMANCINI224@ACXIOM.COM,,,
2627,LORA,F,MANCINI,,,,,,,,,,,,,,LORAMANCINI952@ACXIOM.COM,,,
2628,NORWOOD,H,MANCINI,,145,,SUMMIT,AVE,,,,BUCKSPORT,SC,29440,,,,,,
2629,NORWOOD,H,MANCINI,,301,,EDUARDO,ST,,,,AMISTAD,TX,78840,,,,,,
2630,NORWOOD,H,MANCINI,,,,,,,,,,,,,,NORWOODMANCINI752@ACXIOM.COM,,,
2631,HILLARY,RAEGAN,MANCINI,,145,,SUMMIT,AVE,,,,BUCKSPORT,SC,29440,,,,,,
2632,HILLARY,RAEGAN,MANCINI,,806,,DONALDSON,RD,,,,LAKEVIEW,TN,37412,1712,,,,,
2633,HILLARY,RAEGAN,MANCINI,,1409,,CAVE SPRINGS ESTATE,DR,,,,COTTLEVILLE,MO,63376,6533,,,,,
2634,HILLARY,RAEGAN,MANCINI,,,,,,,,,,,,,6503564018,,,,
2635,HILLARY,RAEGAN,MANCINI,,,,,,,,,,,,,,HILLARYMANCINI773@ACXIOM.COM,,,
2636,DORENE,M,KIMBLE,,7285,,CLOW CORNER,RD,,,,EOLA,OR,97351,9682,,,,,
2637,DORENE,M,KIMBLE,,760,S,PEACE HAVEN,RD,,,,CLEMMONS,NC,27103,9783,,,,,
2638,DORENE,M,KIMBLE,,,,,,,,,,,,,5013428132,,,,
2639,DORENE,M,KIMBLE,,,,,,,,,,,,,6503563856,,,,
2640,DORENE,M,KIMBLE,,,,,,,,,,,,,,DORENEKIMBLE844@ACXIOM.COM,,,
2641,CLOYD,B,KIMBLE,SR,7285,,CLOW CORNER,RD,,,,EOLA,OR,97351,9682,,,,,
2642,CLOYD,B,KIMBLE,SR,2209,,MARBLE GORGE,DR,,,,LAS VEGAS,NV,89117,5954,,,,,
2643,DARA,Y,KIMBLE,,7285,,CLOW CORNER,RD,,,,EOLA,OR,97351,9682,,,,,
2644,DARA,Y,KIMBLE,,12410,,PLUMBROOK,DR,,,,HOUSTON,TX,77099,3010,,,,,
2645,DARA,Y,KIMBLE,,,,,,,,,,,,,9175109322,,,,
2646,DARA,Y,KIMBLE,,,,,,,,,,,,,,DARAKIMBLE226@ACXIOM.COM,,,
2647,PENELOPE,A,KIMBLE,,7285,,CLOW CORNER,RD,,,,EOLA,OR,97351,9682,,,,,
2648,PENELOPE,A,KIMBLE,,,,,,,,,,,,,9175105544,,,,
2649,PENELOPE,A,KIMBLE,,,,,,,,,,,,,5013426242,,,,
2650,ABRIANA,I,KIMBLE,,7285,,CLOW CORNER,RD,,,,EOLA,OR,97351,9682,,,,,
2651,ABRIANA,I,KIMBLE,,64730,,BETH,DR,,,,BELLAIRE,OH,43906,9478,,,,,
2652,ABRIANA,I,KIMBLE,,,,,,,,,,,,,9175107929,,,,
2653,ABRIANA,I,KIMBLE,,,,,,,,,,,,,,ABRIANAKIMBLE683@ACXIOM.COM,,,
2654,ABRIANA,I,KIMBLE,,,,,,,,,,,,,,ABRIANAKIMBLE700@ACXIOM.COM,,,
2655,MARLENA,A,KNAPP,,3000,,BORDER,ST,,,,BIRMINGHAM,AL,35208,4812,,,,,
2656,MARLENA,A,KNAPP,,213,,JACKSONIAN,DR,,,,GREEN HILL,TN,37076,1811,,,,,
2657,MARLENA,A,KNAPP,,,,,,,,,,,,,6503566019,,,,
2658,MARLENA,A,KNAPP,,,,,,,,,,,,,,MARLENAKNAPP797@ACXIOM.COM,,,
2659,MARLENA,A,KNAPP,,,,,,,,,,,,,,MARLENAKNAPP673@ACXIOM.COM,,,
2660,ZEUS,K,KNAPP,,3000,,BORDER,ST,,,,BIRMINGHAM,AL,35208,4812,,,,,
2661,ZEUS,K,KNAPP,,403,W,32ND,ST,,,,ELYRIA,OH,44055,1125,,,,,
2662,ZEUS,K,KNAPP,,,,,,,,,,,,,6503565755,,,,
2663,ZEUS,K,KNAPP,,,,,,,,,,,,,5013425867,,,,
2664,ZEUS,K,KNAPP,,,,,,,,,,,,,,ZEUSKNAPP831@ACXIOM.COM,,,
2665,ZEUS,K,KNAPP,,,,,,,,,,,,,,ZEUSKNAPP968@ACXIOM.COM,,,
2666,YANA,R,KNAPP,,3000,,BORDER,ST,,,,BIRMINGHAM,AL,35208,4812,,,,,
2667,YANA,R,KNAPP,,37,S,400,,E,,,AMERICAN FORK,UT,84062,2807,,,,,
2668,YANA,R,KNAPP,,,,,,,,,,,,,5012522640,,,,
2669,ARTURO,,HUMPHRIES,,2307,,190TH,ST,,,,AFTON,IA,50830,,,,,,
2670,ARTURO,,HUMPHRIES,,24,S,2ND,ST,,,,ERDA,UT,84074,2318,,,,,
2671,ARTURO,,HUMPHRIES,,112,,RICHARDSON,DR,,,,CLINTON,MS,39209,2513,,,,,
2672,ARTURO,,HUMPHRIES,,,,,,,,,,,,,,ARTUROHUMPHRIES578@ACXIOM.COM,,,
2673,ARTURO,,HUMPHRIES,,,,,,,,,,,,,,ARTUROHUMPHRIES175@ACXIOM.COM,,,
2674,YONATAN,K,HUMPHRIES,,2307,,190TH,ST,,,,AFTON,IA,50830,,,,,,
2675,YONATAN,K,HUMPHRIES,,44784,,KNIGHT,DR,,,,COHOE,AK,99669,7005,,,,,
2676,YONATAN,K,HUMPHRIES,,,,,,,,,,,,,5013429598,,,,
2677,TRESHAWN,B,HUMPHRIES,III,2307,,190TH,ST,,,,AFTON,IA,50830,,,,,,
2678,TRESHAWN,B,HUMPHRIES,III,32,,HARTLANDER,ST,,,,HELMETTA,NJ,8816,2667,,,,,
2679,TRESHAWN,B,HUMPHRIES,III,,,,,,,,,,,,9175104963,,,,
2680,TRESHAWN,B,HUMPHRIES,III,,,,,,,,,,,,9175108045,,,,
2681,TRESHAWN,B,HUMPHRIES,III,,,,,,,,,,,,,TRESHAWNHUMPHRIES900@ACXIOM.COM,,,
2682,LAURIE,N,MEEHAN,,62,,MAPLESHADE,AVE,,,,LONGMEADOW,MA,1028,2341,,,,,
2683,LAURIE,N,MEEHAN,,,,,,,,,,,,,5012526901,,,,
2684,LAURIE,N,MEEHAN,,,,,,,,,,,,,,LAURIEMEEHAN654@ACXIOM.COM,,,
2685,PERSEPHONE,,MEEHAN,,62,,MAPLESHADE,AVE,,,,LONGMEADOW,MA,1028,2341,,,,,
2686,PERSEPHONE,,MEEHAN,,722,,CAIN HOLLOW,RD,,,,GATLINBURG,TN,37863,7027,,,,,
2687,PERSEPHONE,,MEEHAN,,,,,,,,,,,,,6503567869,,,,
2688,KHRISTIAN,BRAYLAN,GOMES,,2079,,LOUISA,AVE,,,,BELLAIRE,WV,26003,5428,,,,,
2689,KHRISTIAN,BRAYLAN,GOMES,,358,,POST,RD,,,,PAWCATUCK,RI,2891,2633,,,,,
2690,KHRISTIAN,BRAYLAN,GOMES,,,,,,,,,,,,,6503563552,,,,
2691,KHRISTIAN,BRAYLAN,GOMES,,,,,,,,,,,,,5012525281,,,,
2692,LOYD,,GOMES,,2079,,LOUISA,AVE,,,,BELLAIRE,WV,26003,5428,,,,,
2693,LOYD,,GOMES,,,,,,,,,,,,,5012526946,,,,
2694,LOYD,,GOMES,,,,,,,,,,,,,,LOYDGOMES967@ACXIOM.COM,,,
2695,FERNAND,S,ROWAN,,621,E,25TH,ST,,,,INDIANAPOLIS CITY (BALANCE),IN,46205,,,,,,
2696,FERNAND,S,ROWAN,,6524,S,LAKEWOOD,DR,,,,ALMA,AR,72956,8186,,,,,
2697,FERNAND,S,ROWAN,,2408,,SHIRLEY,AVE,,,,BALTIMORE,MD,21215,7016,,,,,
2698,ALLISSON,Q,BONE,,30,,MYRTLE,RD,,,,LAKE POCOTOPAUG,CT,6480,1623,,,,,
2699,ALLISSON,Q,BONE,,,,,,,,,,,,,5013427477,,,,
2700,ALLISSON,Q,BONE,,,,,,,,,,,,,,ALLISSONBONE261@ACXIOM.COM,,,
2701,JORDY,F,BONE,,30,,MYRTLE,RD,,,,LAKE POCOTOPAUG,CT,6480,1623,,,,,
2702,JORDY,F,BONE,,801,W,73RD,ST,,,,CARMEL,IN,46260,4150,,,,,
2703,JORDY,F,BONE,,,,,,,,,,,,,,JORDYBONE980@ACXIOM.COM,,,
2704,DASH,T,BONE,,30,,MYRTLE,RD,,,,LAKE POCOTOPAUG,CT,6480,1623,,,,,
2705,DASH,T,BONE,,,,,,,,,,,,,,DASHBONE210@ACXIOM.COM,,,
2706,MARVIN,C,BONE,,30,,MYRTLE,RD,,,,LAKE POCOTOPAUG,CT,6480,1623,,,,,
2707,MARVIN,C,BONE,,11648,,6TH,AVE,SE,,,LACEY,WA,98513,,,,,,
2708,MARVIN,C,BONE,,,,,,,,,,,,,,MARVINBONE735@ACXIOM.COM,,,
2709,MARVIN,C,BONE,,,,,,,,,,,,,,MARVINBONE129@ACXIOM.COM,,,
2710,AVIGAIL,,BONE,,30,,MYRTLE,RD,,,,LAKE POCOTOPAUG,CT,6480,1623,,,,,
2711,AVIGAIL,,BONE,,405,,47TH,ST,NE,,,WASHINGTON,DC,20019,4644,,,,,
2712,AVIGAIL,,BONE,,286,,RENDEZVOUS,RD,,,,ARAPAHOE,WY,82501,9136,,,,,
2713,LENNOX,Y,HUTCHINS,,256,,BLAKE,ST,,,,AUBURN,ME,4240,7444,,,,,
2714,LENNOX,Y,HUTCHINS,,1221,,RIVER,RD,,,,MYSTIC,CT,6355,1222,,,,,
2715,LENNOX,Y,HUTCHINS,,,,,,,,,,,,,5012521612,,,,
2716,LENNOX,Y,HUTCHINS,,,,,,,,,,,,,,LENNOXHUTCHINS207@ACXIOM.COM,,,
2717,SIGMUND,B,PEREIRA,,4702,,NEWBERRY,AVE,,,,CHICAGO,IL,60452,4127,,,,,
2718,SIGMUND,B,PEREIRA,,2770,,MITCHELL,DR,,,,ALAMO,CA,94598,,,,,,
2719,SIGMUND,B,PEREIRA,,,,,,,,,,,,,,SIGMUNDPEREIRA131@ACXIOM.COM,,,
2720,TOMAS,N,PEREIRA,,4702,,NEWBERRY,AVE,,,,CHICAGO,IL,60452,4127,,,,,
2721,TOMAS,N,PEREIRA,,3218,,CARDIFF,DR,,,,ARDEN,DE,19810,3426,,,,,
2722,TOMAS,N,PEREIRA,,,,,,,,,,,,,9175100203,,,,
2723,TOMAS,N,PEREIRA,,,,,,,,,,,,,,TOMASPEREIRA291@ACXIOM.COM,,,
2724,TOMAS,N,PEREIRA,,,,,,,,,,,,,,TOMASPEREIRA249@ACXIOM.COM,,,
2725,KENIA,KADY,PEREIRA,,4702,,NEWBERRY,AVE,,,,CHICAGO,IL,60452,4127,,,,,
2726,KENIA,KADY,PEREIRA,,5401,,WIMBLEDON,CT,,,,ARABI,LA,70131,5323,,,,,
2727,KENIA,KADY,PEREIRA,,1215,,MAIN,ST,,,,WILLISTON,ND,58801,4234,,,,,
2728,KENIA,KADY,PEREIRA,,,,,,,,,,,,,9175106070,,,,
2729,FITZGERALD,L,PEREIRA,,4702,,NEWBERRY,AVE,,,,CHICAGO,IL,60452,4127,,,,,
2730,FITZGERALD,L,PEREIRA,,12,,PINE,ST,,,,ALLENPORT,PA,17066,2017,,,,,
2731,FITZGERALD,L,PEREIRA,,22535,,PINETOP,RD,,,,AVOCA,AR,72756,,,,,,
2732,FITZGERALD,L,PEREIRA,,,,,,,,,,,,,5012521103,,,,
2733,FITZGERALD,L,PEREIRA,,,,,,,,,,,,,,FITZGERALDPEREIRA686@ACXIOM.COM,,,
2734,MIHIR,Y,PEREIRA,SR,4702,,NEWBERRY,AVE,,,,CHICAGO,IL,60452,4127,,,,,
2735,MIHIR,Y,PEREIRA,SR,5811,,BRITTANY VALLEY,RD,,,,JEFFERSONVILLE,KY,40222,5903,,,,,
2736,MIHIR,Y,PEREIRA,SR,21628,,62ND,ST,NE,,,CANYON CREEK,WA,98252,8323,,,,,
2737,MIHIR,Y,PEREIRA,SR,,,,,,,,,,,,5013427797,,,,
2738,LAYTON,D,SISK,,37,,WINTHROP,ST,,,,ATTLEBORO,MA,2769,2605,,,,,
2739,LAYTON,D,SISK,,265,,PARADISE,CIR,,,,LINCOLN,AL,35125,3764,,,,,
2740,LAYTON,D,SISK,,,,,,,,,,,,,5013427480,,,,
2741,LAYTON,D,SISK,,,,,,,,,,,,,,LAYTONSISK716@ACXIOM.COM,,,
2742,RASHAUN,Y,SISK,,37,,WINTHROP,ST,,,,ATTLEBORO,MA,2769,2605,,,,,
2743,RASHAUN,Y,SISK,,10,,TAYLOR,CT,,,,MELVILLE,RI,2842,4426,,,,,
2744,RASHAUN,Y,SISK,,,,,,,,,,,,,5013428062,,,,
2745,RASHAUN,Y,SISK,,,,,,,,,,,,,,RASHAUNSISK886@ACXIOM.COM,,,
2746,VIDA,V,SISK,,37,,WINTHROP,ST,,,,ATTLEBORO,MA,2769,2605,,,,,
2747,VIDA,V,SISK,,9621,,LIBERTY,RD,,,,BALLENGER CREEK,MD,21701,3248,,,,,
2748,SHAQUITA,D,SISK,,37,,WINTHROP,ST,,,,ATTLEBORO,MA,2769,2605,,,,,
2749,SHAQUITA,D,SISK,,,,,,,,,,,,,,SHAQUITASISK193@ACXIOM.COM,,,
2750,SHAQUITA,D,SISK,,,,,,,,,,,,,,SHAQUITASISK596@ACXIOM.COM,,,
2751,RAQUEL,H,LUKE,,15260,,PATTON,DR,,,,BLACK FOREST,CO,80831,7233,,,,,
2752,RAQUEL,H,LUKE,,,,,,,,,,,,,,RAQUELLUKE997@ACXIOM.COM,,,
2753,MAHOGANY,CYNTHIA,LUKE,,15260,,PATTON,DR,,,,BLACK FOREST,CO,80831,7233,,,,,
2754,MAHOGANY,CYNTHIA,LUKE,,575,,BUFFALO VALLEY,RD,,,,ALGOOD,TN,38501,3111,,,,,
2755,MAHOGANY,CYNTHIA,LUKE,,,,,,,,,,,,,,MAHOGANYLUKE564@ACXIOM.COM,,,
2756,AUTHER,F,CULVER,,26,,DODGINGTOWN,RD,,,,NEWTOWN,CT,6470,,,,,,
2757,AUTHER,F,CULVER,,1809,S,BLAUVELT,AVE,,,,SIOUX FALLS,SD,57105,3218,,,,,
2758,AUTHER,F,CULVER,,,,,,,,,,,,,6309646728,,,,
2759,AUTHER,F,CULVER,,,,,,,,,,,,,,AUTHERCULVER981@ACXIOM.COM,,,
2760,AUTHER,F,CULVER,,,,,,,,,,,,,,AUTHERCULVER786@ACXIOM.COM,,,
2761,JOI,S,CULVER,,26,,DODGINGTOWN,RD,,,,NEWTOWN,CT,6470,,,,,,
2762,JOI,S,CULVER,,26,,IVY GARDEN,ST,,,,CONROE,TX,77382,1192,,,,,
2763,JOI,S,CULVER,,,,,,,,,,,,,5013429898,,,,
2764,CASSIE,C,CULVER,,26,,DODGINGTOWN,RD,,,,NEWTOWN,CT,6470,,,,,,
2765,CASSIE,C,CULVER,,,,,,,,,,,,,5012522967,,,,
2766,CASSIE,C,CULVER,,,,,,,,,,,,,6503561599,,,,
2767,CASSIE,C,CULVER,,,,,,,,,,,,,,CASSIECULVER769@ACXIOM.COM,,,
2768,MYLA,Q,DUDLEY,,4501,,SHALE,CV,,,,CASH,AR,72404,6000,,,,,
2769,MYLA,Q,DUDLEY,,1678,,HEAD OF THE POND,RD,,,,ISLAND POND,VT,5846,9757,,,,,
2770,LEOPOLDO,X,DUDLEY,,4501,,SHALE,CV,,,,CASH,AR,72404,6000,,,,,
2771,LEOPOLDO,X,DUDLEY,,110,,BEAR PAW,DR,,,,WALLENPAUPACK LAKE ESTATES,PA,18438,,,,,,
2772,LEOPOLDO,X,DUDLEY,,12123,S,VALLEY,RD,,,,DE SOTO,KS,66061,5663,,,,,
2773,LEOPOLDO,X,DUDLEY,,,,,,,,,,,,,5013425397,,,,
2774,LEOPOLDO,X,DUDLEY,,,,,,,,,,,,,6503566498,,,,
2775,LEOPOLDO,X,DUDLEY,,,,,,,,,,,,,,LEOPOLDODUDLEY897@ACXIOM.COM,,,
2776,LEOPOLDO,X,DUDLEY,,,,,,,,,,,,,,LEOPOLDODUDLEY625@ACXIOM.COM,,,
2777,LINDSY,X,DUDLEY,,4501,,SHALE,CV,,,,CASH,AR,72404,6000,,,,,
2778,LINDSY,X,DUDLEY,,329,S,LAYTON,AVE,,,,DRUMRIGHT,OK,74030,4019,,,,,
2779,LINDSY,X,DUDLEY,,,,,,,,,,,,,,LINDSYDUDLEY343@ACXIOM.COM,,,
2780,LEGEND,SAIF,DUDLEY,SR,4501,,SHALE,CV,,,,CASH,AR,72404,6000,,,,,
